Title,Url,Category,Views,Activity,Replies
Communication problems using Homeplug Adapters,https://forum.openrov.com/t/communication-problems-using-homeplug-adapters/918,Hardware,1.5k,Apr '14,6
Motors don’t move,https://forum.openrov.com/t/motors-dont-move/931,Open Talk,177,Apr '14,0
Selection of camera,https://forum.openrov.com/t/selection-of-camera/860,Open Talk,415,Apr '14,2
Water detector system,https://forum.openrov.com/t/water-detector-system/925,Open Talk,559,Apr '14,1
Epoxy,https://forum.openrov.com/t/epoxy/704,Open Talk,841,Apr '14,5
Problems on the final steps of the assembling,https://forum.openrov.com/t/problems-on-the-final-steps-of-the-assembling/921,Open Talk,329,Apr '14,5
Faller as replacement for recommended acrylic cement,https://forum.openrov.com/t/faller-as-replacement-for-recommended-acrylic-cement/907,Open Talk,523,Apr '14,2
Controlling with iPad,https://forum.openrov.com/t/controlling-with-ipad/923,Software,431,Apr '14,3
Single Battery,https://forum.openrov.com/t/single-battery/920,Electronics,642,Apr '14,9
Three requests for next version of IMU/Depth module,https://forum.openrov.com/t/three-requests-for-next-version-of-imu-depth-module/912,Electronics,710,Apr '14,3
Potted Pass-Through,https://forum.openrov.com/t/potted-pass-through/25,Hardware,4.6k,Apr '14,26
Arduino not switching on,https://forum.openrov.com/t/arduino-not-switching-on/909,Electronics,265,Apr '14,1
Alternative to Optical fiber slip ring approach,https://forum.openrov.com/t/alternative-to-optical-fiber-slip-ring-approach/257,Hardware,1.5k,Apr '14,9
3d printed electronics tube caps with PLA,https://forum.openrov.com/t/3d-printed-electronics-tube-caps-with-pla/826,Hardware,973,Apr '14,3
Communication Issues,https://forum.openrov.com/t/communication-issues/908,Open Talk,488,Apr '14,5
Water Testing Container?,https://forum.openrov.com/t/water-testing-container/894,Hardware,722,Apr '14,4
Outrunner part of the motor,https://forum.openrov.com/t/outrunner-part-of-the-motor/904,Open Talk,365,Apr '14,2
Programming the ESC for “Dummies” ;),https://forum.openrov.com/t/programming-the-esc-for-dummies/905,Open Talk,640,Apr '14,2
KIT 2.6 - Calibrating the ESC,https://forum.openrov.com/t/kit-2-6-calibrating-the-esc/913,Electronics,473,Apr '14,1
Inductive Coil for Detachable Tether,https://forum.openrov.com/t/inductive-coil-for-detachable-tether/917,Hardware,597,Apr '14,0
Please Help! ROV 2.4 shutting down as you take off in water,https://forum.openrov.com/t/please-help-rov-2-4-shutting-down-as-you-take-off-in-water/915,Open Talk,302,Apr '14,5
Check motor waterproofing,https://forum.openrov.com/t/check-motor-waterproofing/914,Hardware,555,Apr '14,2
Lifting capacity of the ROV?,https://forum.openrov.com/t/lifting-capacity-of-the-rov/441,Open Talk,1.4k,Apr '14,8
General motor question,https://forum.openrov.com/t/general-motor-question/900,Open Talk,498,Apr '14,6
Topside Adapter,https://forum.openrov.com/t/topside-adapter/753,Open Talk,1.2k,Apr '14,10
Electronic Board does not start,https://forum.openrov.com/t/electronic-board-does-not-start/910,Electronics,474,Apr '14,6
"Trying to find good batteries from a good source, where’d you get yours and what are they?",https://forum.openrov.com/t/trying-to-find-good-batteries-from-a-good-source-whered-you-get-yours-and-what-are-they/901,Open Talk,501,Apr '14,3
Tether extension,https://forum.openrov.com/t/tether-extension/906,Hardware,590,Apr '14,1
V2.6 First Power-Up Issues,https://forum.openrov.com/t/v2-6-first-power-up-issues/902,Open Talk,447,Apr '14,6
Voltage Problem,https://forum.openrov.com/t/voltage-problem/896,Open Talk,491,Apr '14,5
Cloud9 Permissions?,https://forum.openrov.com/t/cloud9-permissions/899,Software,1.2k,Apr '14,2
Controller board does not power on,https://forum.openrov.com/t/controller-board-does-not-power-on/895,Open Talk,381,Apr '14,2
UK PETG supplier,https://forum.openrov.com/t/uk-petg-supplier/892,Open Talk,181,Apr '14,0
ESC Labeling Issues,https://forum.openrov.com/t/esc-labeling-issues/889,Open Talk,550,Apr '14,5
Topside Adapter Problems,https://forum.openrov.com/t/topside-adapter-problems/888,Open Talk,346,Apr '14,3
Homeplug to Tenda,https://forum.openrov.com/t/homeplug-to-tenda/882,Hardware,820,Apr '14,2
Cylinder End Caps,https://forum.openrov.com/t/cylinder-end-caps/891,Open Talk,290,Mar '14,0
Motor Turns on by Itself,https://forum.openrov.com/t/motor-turns-on-by-itself/788,Open Talk,556,Mar '14,8
Tenda Homeplug Adapter Version Identification,https://forum.openrov.com/t/tenda-homeplug-adapter-version-identification/890,Open Talk,905,Mar '14,0
Tilt Servo not responding and a few more questions,https://forum.openrov.com/t/tilt-servo-not-responding-and-a-few-more-questions/884,Electronics,515,Mar '14,4
ESC Issues,https://forum.openrov.com/t/esc-issues/885,Open Talk,340,Mar '14,2
Laser Led control,https://forum.openrov.com/t/laser-led-control/887,Open Talk,299,Mar '14,2
Which controller for mac?,https://forum.openrov.com/t/which-controller-for-mac/886,Software,810,Mar '14,2
Conversion to autonomous for a high school project,https://forum.openrov.com/t/conversion-to-autonomous-for-a-high-school-project/862,Software,915,Mar '14,6
Connection problems after depth-meter connection - solutions?,https://forum.openrov.com/t/connection-problems-after-depth-meter-connection-solutions/875,Open Talk,422,Mar '14,3
OpenROV Simulator,https://forum.openrov.com/t/openrov-simulator/864,Software,1.1k,Mar '14,10
Arduiono firmware old but no software load from web window,https://forum.openrov.com/t/arduiono-firmware-old-but-no-software-load-from-web-window/846,Open Talk,702,Mar '14,2
UK/EU alternative to the epoxy listed in the BOM,https://forum.openrov.com/t/uk-eu-alternative-to-the-epoxy-listed-in-the-bom/874,Open Talk,355,Mar '14,8
Can I get verification on this?,https://forum.openrov.com/t/can-i-get-verification-on-this/880,Open Talk,284,Mar '14,2
Active Camera Stabilization: Servo + Self Leveling Script,https://forum.openrov.com/t/active-camera-stabilization-servo-self-leveling-script/799,Electronics,2.3k,Mar '14,6
Adding sensors,https://forum.openrov.com/t/adding-sensors/853,Open Talk,380,Mar '14,3
Tracking the power issue on the beaglebone,https://forum.openrov.com/t/tracking-the-power-issue-on-the-beaglebone/881,Electronics,1.0k,Mar '14,1
Is Testor’s Cement for plastics ok?,https://forum.openrov.com/t/is-testors-cement-for-plastics-ok/879,Open Talk,350,Mar '14,1
Connecting ESCs,https://forum.openrov.com/t/connecting-escs/877,Open Talk,333,Mar '14,2
Camera Control,https://forum.openrov.com/t/camera-control/843,Software,472,Mar '14,4
Help with programming beaglebone black with node.js,https://forum.openrov.com/t/help-with-programming-beaglebone-black-with-node-js/850,Software,527,Mar '14,1
Control Latency Issues,https://forum.openrov.com/t/control-latency-issues/838,Open Talk,563,Mar '14,4
Challenge with the 2.6 controller board,https://forum.openrov.com/t/challenge-with-the-2-6-controller-board/861,Open Talk,400,Mar '14,3
“Bone” head move,https://forum.openrov.com/t/bone-head-move/856,Software,232,Mar '14,9
Polyester Sheathing,https://forum.openrov.com/t/polyester-sheathing/872,Open Talk,199,Mar '14,1
Homemade sea water for testing an ROV,https://forum.openrov.com/t/homemade-sea-water-for-testing-an-rov/873,Hardware,2.6k,Mar '14,0
No Response To Controls,https://forum.openrov.com/t/no-response-to-controls/871,Electronics,331,Mar '14,4
One Batterie,https://forum.openrov.com/t/one-batterie/835,Open Talk,263,Mar '14,5
DB-25 Question,https://forum.openrov.com/t/db-25-question/869,Open Talk,169,Mar '14,1
Depth Module,https://forum.openrov.com/t/depth-module/865,Open Talk,311,Mar '14,3
Misc questions from a new user,https://forum.openrov.com/t/misc-questions-from-a-new-user/734,Open Talk,565,Mar '14,5
Beaglebone Capes,https://forum.openrov.com/t/beaglebone-capes/866,Electronics,418,Mar '14,1
Computer vision,https://forum.openrov.com/t/computer-vision/847,Software,748,Mar '14,7
IDE of choice?,https://forum.openrov.com/t/ide-of-choice/863,Software,368,Mar '14,0
"On board computer, and 6th sense capability?",https://forum.openrov.com/t/on-board-computer-and-6th-sense-capability/859,Software,425,Mar '14,1
Camera black screen,https://forum.openrov.com/t/camera-black-screen/858,Software,423,Mar '14,0
Connecting the Graupner threaded Prop to a 4mm smooth motor shaft,https://forum.openrov.com/t/connecting-the-graupner-threaded-prop-to-a-4mm-smooth-motor-shaft/854,Open Talk,667,Mar '14,2
Struggling with DP-25 Connector and S bend of wire bundle,https://forum.openrov.com/t/struggling-with-dp-25-connector-and-s-bend-of-wire-bundle/830,Open Talk,337,Mar '14,2
Making Fat Shark FPV goggles work with OPENROV ($7 solution ?),https://forum.openrov.com/t/making-fat-shark-fpv-goggles-work-with-openrov-7-solution/849,Software,2.4k,Mar '14,1
1/4” Thick Acrylic in BOM Links to 1/8” Acrylic,https://forum.openrov.com/t/1-4-thick-acrylic-in-bom-links-to-1-8-acrylic/840,Open Talk,398,Mar '14,2
Problems with communications,https://forum.openrov.com/t/problems-with-communications/793,Open Talk,490,Mar '14,8
Vertical Thruster Shroud and Guard,https://forum.openrov.com/t/vertical-thruster-shroud-and-guard/270,Open Talk,938,Mar '14,7
End Caps on Main Assembly: Seal One Side?,https://forum.openrov.com/t/end-caps-on-main-assembly-seal-one-side/844,Open Talk,240,Mar '14,1
"Camera, lights, motors stopped working –but can log into OpenROV and web site functions",https://forum.openrov.com/t/camera-lights-motors-stopped-working-but-can-log-into-openrov-and-web-site-functions/839,Open Talk,136,Mar '14,0
Preliminary Propeller Efficiency Testing,https://forum.openrov.com/t/preliminary-propeller-efficiency-testing/1686,Open Talk,5.3k,Mar '14,21
Hydrodynamics,https://forum.openrov.com/t/hydrodynamics/832,Open Talk,265,Feb '14,1
NeverWet product on brushless motor? Video freezes and laser input questions,https://forum.openrov.com/t/neverwet-product-on-brushless-motor-video-freezes-and-laser-input-questions/779,Electronics,424,Feb '14,9
"Potential Alternative Electronics: Lower Cost, more room?",https://forum.openrov.com/t/potential-alternative-electronics-lower-cost-more-room/829,Electronics,357,Feb '14,0
Any Underwater Robot maker in China,https://forum.openrov.com/t/any-underwater-robot-maker-in-china/828,Open Talk,278,Feb '14,0
Update Script,https://forum.openrov.com/t/update-script/825,Software,254,Feb '14,0
Adhesive,https://forum.openrov.com/t/adhesive/821,Open Talk,426,Feb '14,6
Main wiring harness,https://forum.openrov.com/t/main-wiring-harness/822,Open Talk,332,Feb '14,2
2.5 board led light sequence,https://forum.openrov.com/t/2-5-board-led-light-sequence/823,Electronics,216,Feb '14,0
Durability of thrusters,https://forum.openrov.com/t/durability-of-thrusters/816,Open Talk,533,Feb '14,3
Water Leak detector/circuit,https://forum.openrov.com/t/water-leak-detector-circuit/251,Electronics,4.5k,Feb '14,14
Polypropylene Shell - Do we use heat to bend it?,https://forum.openrov.com/t/polypropylene-shell-do-we-use-heat-to-bend-it/813,Open Talk,1.3k,Feb '14,4
"Hey All, Here are all the CAD files and some images of my new HDPE E-Can Endcaps",https://forum.openrov.com/t/hey-all-here-are-all-the-cad-files-and-some-images-of-my-new-hdpe-e-can-endcaps/668,Open Talk,603,Feb '14,5
Change control keys,https://forum.openrov.com/t/change-control-keys/796,Software,769,Feb '14,8
Question About End-Cap Assembly on v.2.6,https://forum.openrov.com/t/question-about-end-cap-assembly-on-v-2-6/809,Open Talk,370,Feb '14,2
Thinking of sending DC voltage down cable,https://forum.openrov.com/t/thinking-of-sending-dc-voltage-down-cable/284,Hardware,5.2k,Feb '14,12
2.6 Control board tester rev A,https://forum.openrov.com/t/2-6-control-board-tester-rev-a/812,Electronics,567,Feb '14,0
Programing help required,https://forum.openrov.com/t/programing-help-required/771,Software,573,Feb '14,3
Needed Brushless DC outrunner measurements,https://forum.openrov.com/t/needed-brushless-dc-outrunner-measurements/800,Open Talk,563,Feb '14,9
Tenda p200 mirror image,https://forum.openrov.com/t/tenda-p200-mirror-image/808,Open Talk,357,Feb '14,4
Motor Wire Nomenclature,https://forum.openrov.com/t/motor-wire-nomenclature/807,Open Talk,179,Feb '14,1
Firmware upload problem,https://forum.openrov.com/t/firmware-upload-problem/275,Open Talk,740,Feb '14,3
Position IMU/Depth sensor,https://forum.openrov.com/t/position-imu-depth-sensor/661,Open Talk,1.6k,Feb '14,7
Fiber optic,https://forum.openrov.com/t/fiber-optic/619,Hardware,940,Feb '14,3
Doh,https://forum.openrov.com/t/doh/806,Open Talk,352,Feb '14,2
Remaining parts,https://forum.openrov.com/t/remaining-parts/805,Open Talk,322,Feb '14,2
IMU sensor problem/check,https://forum.openrov.com/t/imu-sensor-problem-check/795,Software,284,Feb '14,2
Under ice,https://forum.openrov.com/t/under-ice/724,Open Talk,771,Feb '14,10
No video feed (only still image) on OpenROV 2.5b,https://forum.openrov.com/t/no-video-feed-only-still-image-on-openrov-2-5b/802,Open Talk,839,Feb '14,3
Capture button,https://forum.openrov.com/t/capture-button/798,Software,334,Feb '14,3
Can someone sell me a homeplug adapter v.1?,https://forum.openrov.com/t/can-someone-sell-me-a-homeplug-adapter-v-1/758,Open Talk,252,Feb '14,5
2.6 build interference problems,https://forum.openrov.com/t/2-6-build-interference-problems/770,Open Talk,385,Feb '14,5
Port Motor and Servo Malfunction,https://forum.openrov.com/t/port-motor-and-servo-malfunction/797,Open Talk,419,Feb '14,2
BBB eMMC won’t flash,https://forum.openrov.com/t/bbb-emmc-wont-flash/681,Software,696,Feb '14,5
Collective ordering to Mid-Europe,https://forum.openrov.com/t/collective-ordering-to-mid-europe/791,Open Talk,250,Feb '14,0
Problem with laser lights,https://forum.openrov.com/t/problem-with-laser-lights/789,Open Talk,642,Feb '14,3
Cement,https://forum.openrov.com/t/cement/790,Open Talk,159,Feb '14,0
What is the main criteria affects depth rating?,https://forum.openrov.com/t/what-is-the-main-criteria-affects-depth-rating/778,Hardware,1.1k,Feb '14,2
Battery charge,https://forum.openrov.com/t/battery-charge/782,Open Talk,535,Feb '14,3
IMU sensor software activate,https://forum.openrov.com/t/imu-sensor-software-activate/787,Open Talk,301,Feb '14,0
Shipping & Handling Costs,https://forum.openrov.com/t/shipping-handling-costs/780,Open Talk,420,Feb '14,1
Arduino image,https://forum.openrov.com/t/arduino-image/783,Open Talk,277,Feb '14,1
Is 14.4V fine to use instead of 12V?,https://forum.openrov.com/t/is-14-4v-fine-to-use-instead-of-12v/249,Open Talk,835,Feb '14,3
Issue Report from Assembly,https://forum.openrov.com/t/issue-report-from-assembly/698,Open Talk,383,Feb '14,5
Syringe Vent - Needed on v.2.5? Anyone Pot Over it?,https://forum.openrov.com/t/syringe-vent-needed-on-v-2-5-anyone-pot-over-it/768,Open Talk,409,Feb '14,4
Epoxy E-90FL,https://forum.openrov.com/t/epoxy-e-90fl/767,Open Talk,426,Feb '14,2
Anyone had experience with red filters on the go-pro’s to improve underwater white balance?,https://forum.openrov.com/t/anyone-had-experience-with-red-filters-on-the-go-pros-to-improve-underwater-white-balance/777,Open Talk,636,Feb '14,1
Unstable images/arudino,https://forum.openrov.com/t/unstable-images-arudino/776,Open Talk,295,Feb '14,3
Loaded new stable image and now nothingw roks,https://forum.openrov.com/t/loaded-new-stable-image-and-now-nothingw-roks/652,Open Talk,1.3k,Feb '14,21
Can’t descend using vertical thruster,https://forum.openrov.com/t/cant-descend-using-vertical-thruster/772,Open Talk,362,Feb '14,3
Possible Alternative to Hysol E-90,https://forum.openrov.com/t/possible-alternative-to-hysol-e-90/690,Open Talk,455,Feb '14,6
*.CDR Files(not opening),https://forum.openrov.com/t/cdr-files-not-opening/302,Open Talk,184,Feb '14,1
Spare wire ver. 2.6 and IMU connection,https://forum.openrov.com/t/spare-wire-ver-2-6-and-imu-connection/774,Open Talk,286,Feb '14,1
New Files added to OROV Electronics Github site,https://forum.openrov.com/t/new-files-added-to-orov-electronics-github-site/773,Electronics,242,Feb '14,0
Comment before pushing the 2.5 software to the GitHub Master branch,https://forum.openrov.com/t/comment-before-pushing-the-2-5-software-to-the-github-master-branch/632,Software,173,Feb '14,2
Software 2.5 Controller Board: Need Help,https://forum.openrov.com/t/software-2-5-controller-board-need-help/766,Open Talk,251,Feb '14,1
Video Disappears to small window,https://forum.openrov.com/t/video-disappears-to-small-window/769,Open Talk,272,Feb '14,3
