name,url,,,
Power Adapter for Testing,https://forum.openrov.com/t/power-adapter-for-testing/248,2,300,"
             2012-12-29 22:29:38 UTC
           "
New comers,https://forum.openrov.com/t/new-comers/246,1,260,"
             2012-12-28 04:06:25 UTC
           "
New guy here,https://forum.openrov.com/t/new-guy-here/243,3,212,"
             2012-12-26 22:20:20 UTC
           "
Understanding the end-cap assembly,https://forum.openrov.com/t/understanding-the-end-cap-assembly/156,4,456,"
             2012-08-31 01:55:49 UTC
           "
"Putting prop on motor shaft, making a hub",https://forum.openrov.com/t/putting-prop-on-motor-shaft-making-a-hub/240,6,784,"
             2012-12-20 02:49:35 UTC
           "
Another fix for the end caps in electronics tube being loose,https://forum.openrov.com/t/another-fix-for-the-end-caps-in-electronics-tube-being-loose/238,3,438,"
             2012-12-18 02:14:52 UTC
           "
This is my,https://forum.openrov.com/t/this-is-my/239,2,310,"
             2012-12-19 15:31:28 UTC
           "
Must it be blue? ;-),https://forum.openrov.com/t/must-it-be-blue/196,5,320,"
             2012-10-30 05:25:02 UTC
           "
ESC and DC motor,https://forum.openrov.com/t/esc-and-dc-motor/237,1,560,"
             2012-12-16 22:42:16 UTC
           "
Test tank for openROV,https://forum.openrov.com/t/test-tank-for-openrov/234,1,261,"
             2012-12-14 01:17:27 UTC
           "
Changes to design,https://forum.openrov.com/t/changes-to-design/231,3,330,"
             2012-12-09 21:36:15 UTC
           "
Design changes,https://forum.openrov.com/t/design-changes/233,2,311,"
             2012-12-09 21:48:49 UTC
           "
More changes to design,https://forum.openrov.com/t/more-changes-to-design/232,2,374,"
             2012-12-09 21:41:00 UTC
           "
Alternative electronics platform,https://forum.openrov.com/t/alternative-electronics-platform/228,2,409,"
             2012-12-04 23:53:26 UTC
           "
"Anyone checked out libOpenSea before? Donêt know if it applies, but",https://forum.openrov.com/t/anyone-checked-out-libopensea-before-dont-know-if-it-applies-but/229,1,294,"
             2012-12-05 04:03:42 UTC
           "
Beaglebone Cape BOM,https://forum.openrov.com/t/beaglebone-cape-bom/225,14,736,"
             2012-11-30 08:44:41 UTC
           "
Diving problems,https://forum.openrov.com/t/diving-problems/226,15,1.4k,"
             2012-12-01 08:35:00 UTC
           "
Installing virtualbox and mounting SD card for mac,https://forum.openrov.com/t/installing-virtualbox-and-mounting-sd-card-for-mac/227,2,2.3k,"
             2012-12-02 08:20:50 UTC
           "
Waterproofing motors,https://forum.openrov.com/t/waterproofing-motors/142,12,1.6k,"
             2012-08-10 06:21:30 UTC
           "
Planning for Future Expansion,https://forum.openrov.com/t/planning-for-future-expansion/216,4,314,"
             2012-11-24 21:43:13 UTC
           "
Traveling with OPENROV TIPS?,https://forum.openrov.com/t/traveling-with-openrov-tips/220,5,418,"
             2012-11-26 21:44:14 UTC
           "
ETA for Kits?,https://forum.openrov.com/t/eta-for-kits/215,0,168,"
             2012-11-23 17:12:19 UTC
           "
"Cost of Kits, Date I can purchase a kit",https://forum.openrov.com/t/cost-of-kits-date-i-can-purchase-a-kit/174,3,382,"
             2012-09-26 23:31:54 UTC
           "
Top speed?,https://forum.openrov.com/t/top-speed/213,1,518,"
             2012-11-21 05:04:07 UTC
           "
Underwater ball compass,https://forum.openrov.com/t/underwater-ball-compass/173,6,470,"
             2012-09-25 17:16:08 UTC
           "
Acrylic tubing precise measurements?,https://forum.openrov.com/t/acrylic-tubing-precise-measurements/214,0,219,"
             2012-11-21 22:04:17 UTC
           "
Water Jets?,https://forum.openrov.com/t/water-jets/209,2,286,"
             2012-11-12 22:01:14 UTC
           "
Open Robotics Universityês website is published,https://forum.openrov.com/t/open-robotics-universitys-website-is-published/210,0,395,"
             2012-11-17 18:06:03 UTC
           "
How do I activate Electric Speed Controller with Arduino?,https://forum.openrov.com/t/how-do-i-activate-electric-speed-controller-with-arduino/202,18,12.7k,"
             2012-11-04 14:48:28 UTC
           "
Research Organization,https://forum.openrov.com/t/research-organization/188,3,336,"
             2012-10-24 01:58:37 UTC
           "
Building ROV - Programming Arduino UNO,https://forum.openrov.com/t/building-rov-programming-arduino-uno/204,2,480,"
             2012-11-06 23:01:48 UTC
           "
Attaching Delta V15 Props,https://forum.openrov.com/t/attaching-delta-v15-props/203,5,825,"
             2012-11-06 18:10:23 UTC
           "
Sharing Data,https://forum.openrov.com/t/sharing-data/166,3,317,"
             2012-09-14 21:50:54 UTC
           "
How to Attach Delta-V 15 Rotor?,https://forum.openrov.com/t/how-to-attach-delta-v-15-rotor/194,6,336,"
             2012-10-29 20:18:50 UTC
           "
Urgent question! Do Bilge Pumps need ESC?,https://forum.openrov.com/t/urgent-question-do-bilge-pumps-need-esc/197,11,1.1k,"
             2012-10-31 21:35:49 UTC
           "
Motor Discount,https://forum.openrov.com/t/motor-discount/198,1,285,"
             2012-11-01 14:18:39 UTC
           "
Pre-dive Planning Checklist,https://forum.openrov.com/t/pre-dive-planning-checklist/191,2,779,"
             2012-10-27 05:11:08 UTC
           "
"Battery Pack - Rechargeabe D? 10,000MAh",https://forum.openrov.com/t/battery-pack-rechargeabe-d-10-000mah/192,12,575,"
             2012-10-28 20:30:49 UTC
           "
Motor Still current?,https://forum.openrov.com/t/motor-still-current/189,2,407,"
             2012-10-25 20:37:10 UTC
           "
Build Blog online,https://forum.openrov.com/t/build-blog-online/121,7,576,"
             2012-07-27 23:51:11 UTC
           "
Reference scale for laser cutting,https://forum.openrov.com/t/reference-scale-for-laser-cutting/176,6,431,"
             2012-09-29 11:58:25 UTC
           "
LiMnNi Rechargeable Cell in a C Battery Form Factor,https://forum.openrov.com/t/limnni-rechargeable-cell-in-a-c-battery-form-factor/185,3,679,"
             2012-10-16 14:28:46 UTC
           "
How can i buy the body (frame ) of this openrov Submarine in cairo?,https://forum.openrov.com/t/how-can-i-buy-the-body-frame-of-this-openrov-submarine-in-cairo/181,4,376,"
             2012-10-09 21:00:07 UTC
           "
Buying Ethernet to single twisted pair adapters from Europe - anyone interested?,https://forum.openrov.com/t/buying-ethernet-to-single-twisted-pair-adapters-from-europe-anyone-interested/148,7,173,"
             2012-08-17 11:09:14 UTC
           "
Spam on OPENROV,https://forum.openrov.com/t/spam-on-openrov/172,7,370,"
             2012-09-25 02:50:05 UTC
           "
Propeller,https://forum.openrov.com/t/propeller/170,1,284,"
             2012-09-24 16:34:11 UTC
           "
Thruster layout,https://forum.openrov.com/t/thruster-layout/80,14,3.6k,"
             2012-06-29 19:28:18 UTC
           "
Remote Robotic science,https://forum.openrov.com/t/remote-robotic-science/165,1,360,"
             2012-09-14 08:05:53 UTC
           "
Source for battery cap covers?,https://forum.openrov.com/t/source-for-battery-cap-covers/157,4,436,"
             2012-08-31 02:07:20 UTC
           "
Ponoko building files,https://forum.openrov.com/t/ponoko-building-files/167,6,573,"
             2012-09-17 00:18:24 UTC
           "
_____________________rov,https://forum.openrov.com/t/rov/40,1,209,"
             2011-10-15 04:53:16 UTC
           "
Communications,https://forum.openrov.com/t/communications/89,3,459,"
             2012-07-05 10:34:17 UTC
           "
Which part to cut from which material,https://forum.openrov.com/t/which-part-to-cut-from-which-material/158,7,178,"
             2012-09-02 07:11:19 UTC
           "
3d ROV animations - cinematic style missions,https://forum.openrov.com/t/3d-rov-animations-cinematic-style-missions/51,1,329,"
             2012-04-26 12:09:30 UTC
           "
Heat bending without a Heat strip bender,https://forum.openrov.com/t/heat-bending-without-a-heat-strip-bender/113,20,2.5k,"
             2012-07-23 18:51:36 UTC
           "
MIT course on ROVs,https://forum.openrov.com/t/mit-course-on-rovs/159,0,482,"
             2012-09-04 04:43:36 UTC
           "
Where to connect the 5v from the power circuit,https://forum.openrov.com/t/where-to-connect-the-5v-from-the-power-circuit/154,1,236,"
             2012-08-23 23:33:40 UTC
           "
OpenROV in Sketchup,https://forum.openrov.com/t/openrov-in-sketchup/153,0,1.0k,"
             2012-08-22 00:09:25 UTC
           "
About the potential thrusters entanglement,https://forum.openrov.com/t/about-the-potential-thrusters-entanglement/101,3,365,"
             2012-07-12 23:18:55 UTC
           "
Ethernet to single twisted pair adapter?,https://forum.openrov.com/t/ethernet-to-single-twisted-pair-adapter/147,1,577,"
             2012-08-16 16:28:47 UTC
           "
Variations on the OpenROV,https://forum.openrov.com/t/variations-on-the-openrov/59,15,1.0k,"
             2012-06-03 15:34:44 UTC
           "
General questions,https://forum.openrov.com/t/general-questions/145,1,390,"
             2012-08-14 18:56:49 UTC
           "
Pressure Gauge,https://forum.openrov.com/t/pressure-gauge/124,28,1.8k,"
             2012-07-28 20:41:58 UTC
           "
Impeller mounting,https://forum.openrov.com/t/impeller-mounting/112,16,1.2k,"
             2012-07-22 02:07:05 UTC
           "
Battery Pack,https://forum.openrov.com/t/battery-pack/67,5,561,"
             2012-06-13 23:21:45 UTC
           "
Google Groups,https://forum.openrov.com/t/google-groups/139,1,309,"
             2012-08-05 21:48:34 UTC
           "
Servo on electronics chassis,https://forum.openrov.com/t/servo-on-electronics-chassis/137,1,276,"
             2012-08-03 21:36:40 UTC
           "
Small round pieces from laser cut,https://forum.openrov.com/t/small-round-pieces-from-laser-cut/128,6,257,"
             2012-07-31 06:22:32 UTC
           "
Congrats and Intro,https://forum.openrov.com/t/congrats-and-intro/132,1,264,"
             2012-08-01 16:06:35 UTC
           "
Auxiliary propulsion booster idea,https://forum.openrov.com/t/auxiliary-propulsion-booster-idea/127,1,356,"
             2012-07-31 02:19:01 UTC
           "
End Cap detail,https://forum.openrov.com/t/end-cap-detail/135,0,147,"
             2012-08-02 19:07:36 UTC
           "
Congratulations for the funding,https://forum.openrov.com/t/congratulations-for-the-funding/131,0,199,"
             2012-08-01 07:34:09 UTC
           "
Old #38 _ The FreeCAD variation,https://forum.openrov.com/t/old-38-the-freecad-variation/104,12,851,"
             2012-07-14 15:55:51 UTC
           "
Local Meetups and Build Nights,https://forum.openrov.com/t/local-meetups-and-build-nights/96,17,624,"
             2012-07-07 16:39:47 UTC
           "
Anyone cutting the development branch?,https://forum.openrov.com/t/anyone-cutting-the-development-branch/120,2,325,"
             2012-07-27 16:07:08 UTC
           "
ESCs and propellers,https://forum.openrov.com/t/escs-and-propellers/119,0,334,"
             2012-07-27 14:43:08 UTC
           "
Step conversion of the development hardware branch on github,https://forum.openrov.com/t/step-conversion-of-the-development-hardware-branch-on-github/111,0,227,"
             2012-07-21 07:06:57 UTC
           "
Google Sketchup,https://forum.openrov.com/t/google-sketchup/107,1,425,"
             2012-07-18 00:48:12 UTC
           "
Stuff id like to see,https://forum.openrov.com/t/stuff-id-like-to-see/108,0,231,"
             2012-07-18 00:57:56 UTC
           "
Bill of materials for the electronics,https://forum.openrov.com/t/bill-of-materials-for-the-electronics/99,3,417,"
             2012-07-12 10:09:59 UTC
           "
"Cetaceans, tubercles, electronics protection, leaks and propylene glycol",https://forum.openrov.com/t/cetaceans-tubercles-electronics-protection-leaks-and-propylene-glycol/90,3,200,"
             2012-07-05 22:30:16 UTC
           "
Caps for the electronics bottle?,https://forum.openrov.com/t/caps-for-the-electronics-bottle/75,2,332,"
             2012-06-24 23:01:41 UTC
           "
Electronics and Battery housing build,https://forum.openrov.com/t/electronics-and-battery-housing-build/63,8,557,"
             2012-06-07 06:39:35 UTC
           "
Will there be a kit and full instructions?,https://forum.openrov.com/t/will-there-be-a-kit-and-full-instructions/53,17,628,"
             2012-05-25 02:52:53 UTC
           "
Added Functionality,https://forum.openrov.com/t/added-functionality/27,3,436,"
             2011-03-26 23:35:26 UTC
           "
Lasercut Layout for Ponoko for download,https://forum.openrov.com/t/lasercut-layout-for-ponoko-for-download/58,7,578,"
             2012-06-02 10:46:40 UTC
           "
Have some ideas to share regarding technology,https://forum.openrov.com/t/have-some-ideas-to-share-regarding-technology/87,0,257,"
             2012-07-03 22:23:10 UTC
           "
Has anyone actually build one of these?,https://forum.openrov.com/t/has-anyone-actually-build-one-of-these/77,2,305,"
             2012-06-29 15:54:54 UTC
           "
Distribution of OpenROV,https://forum.openrov.com/t/distribution-of-openrov/71,0,377,"
             2012-06-18 16:02:55 UTC
           "
Additional photos?,https://forum.openrov.com/t/additional-photos/64,0,325,"
             2012-06-07 21:17:26 UTC
           "
Chassis Material,https://forum.openrov.com/t/chassis-material/57,1,353,"
             2012-05-31 08:52:40 UTC
           "
n00b confusion,https://forum.openrov.com/t/n00b-confusion/49,5,549,"
             2012-02-20 18:04:14 UTC
           "
Science Hack Day Ideas,https://forum.openrov.com/t/science-hack-day-ideas/42,0,289,"
             2011-11-12 19:29:36 UTC
           "
Kickstarter To be or not to be Ä that is the question,https://forum.openrov.com/t/kickstarter-to-be-or-not-to-be-that-is-the-question/36,1,562,"
             2011-09-15 19:16:12 UTC
           "
I wanted to,https://forum.openrov.com/t/i-wanted-to/34,1,341,"
             2011-08-13 14:11:14 UTC
           "
My ROV 2.0,https://forum.openrov.com/t/my-rov-2-0/31,2,563,"
             2011-06-17 01:13:26 UTC
           "
,,,,
,,,,
,,,,
About the Hardware category,https://forum.openrov.com/t/about-the-hardware-category/4932,0,478,"
             2016-10-27 00:54:11 UTC
           "
